Vds	Id(M1)
Step Information: Vgs=2  (Step: 1/6)
2.180000000000000e+01	8.811049e-02
2.190000000000000e+01	8.814403e-02
2.200000000000000e+01	8.817757e-02
2.210000000000000e+01	8.821110e-02
2.220000000000000e+01	8.824465e-02
2.230000000000000e+01	8.827818e-02
2.240000000000000e+01	8.831172e-02
2.250000000000000e+01	8.834525e-02
2.260000000000000e+01	8.837878e-02
2.270000000000000e+01	8.841231e-02
2.280000000000000e+01	8.844585e-02
2.290000000000000e+01	8.847938e-02
2.300000000000000e+01	8.851290e-02
2.310000000000000e+01	8.854644e-02
2.320000000000000e+01	8.857997e-02
2.330000000000000e+01	8.861350e-02
2.340000000000000e+01	8.864702e-02
2.350000000000000e+01	8.868054e-02
2.360000000000000e+01	8.871407e-02
2.370000000000000e+01	8.874759e-02
2.380000000000000e+01	8.878112e-02
2.390000000000000e+01	8.881464e-02
2.400000000000000e+01	8.884816e-02
2.410000000000000e+01	8.888168e-02
2.420000000000000e+01	8.891520e-02
2.430000000000000e+01	8.894872e-02
2.440000000000000e+01	8.898224e-02
2.450000000000000e+01	8.901576e-02
2.460000000000000e+01	8.904927e-02
2.470000000000000e+01	8.908278e-02
2.480000000000000e+01	8.911631e-02
2.490000000000000e+01	8.914982e-02
2.500000000000000e+01	8.918333e-02
2.510000000000000e+01	8.921684e-02
2.520000000000000e+01	8.925036e-02
2.530000000000000e+01	8.928386e-02
2.540000000000000e+01	8.931737e-02
2.550000000000000e+01	8.935088e-02
2.560000000000000e+01	8.938439e-02
2.570000000000000e+01	8.941790e-02
2.580000000000000e+01	8.945140e-02
2.590000000000000e+01	8.948491e-02
2.600000000000000e+01	8.951841e-02
2.610000000000000e+01	8.955192e-02
2.620000000000000e+01	8.958542e-02
2.630000000000000e+01	8.961892e-02
2.640000000000000e+01	8.965243e-02
2.650000000000000e+01	8.968592e-02
2.660000000000000e+01	8.971942e-02
2.670000000000000e+01	8.975292e-02
2.680000000000000e+01	8.978642e-02
2.690000000000000e+01	8.981992e-02
2.700000000000000e+01	8.985341e-02
2.710000000000000e+01	8.988691e-02
2.720000000000000e+01	8.992040e-02
2.730000000000000e+01	8.995390e-02
2.740000000000000e+01	8.998739e-02
2.750000000000000e+01	9.002088e-02
2.760000000000000e+01	9.005437e-02
2.770000000000000e+01	9.008786e-02
2.780000000000000e+01	9.012135e-02
2.790000000000000e+01	9.015484e-02
2.800000000000000e+01	9.018833e-02
2.810000000000000e+01	9.022181e-02
2.820000000000000e+01	9.025531e-02
2.830000000000000e+01	9.028879e-02
2.840000000000000e+01	9.032227e-02
2.850000000000000e+01	9.035575e-02
2.860000000000000e+01	9.038924e-02
2.870000000000000e+01	9.042272e-02
2.880000000000000e+01	9.045620e-02
2.890000000000000e+01	9.048968e-02
2.900000000000000e+01	9.052316e-02
2.910000000000000e+01	9.055664e-02
2.920000000000000e+01	9.059012e-02
2.930000000000000e+01	9.062359e-02
2.940000000000000e+01	9.065707e-02
2.950000000000000e+01	9.069055e-02
2.960000000000000e+01	9.072402e-02
2.970000000000000e+01	9.075749e-02
2.980000000000000e+01	9.079096e-02
2.990000000000000e+01	9.082443e-02
3.000000000000000e+01	9.085791e-02
3.010000000000000e+01	9.089138e-02
3.020000000000000e+01	9.092484e-02
3.030000000000000e+01	9.095831e-02
3.040000000000000e+01	9.099178e-02
3.050000000000000e+01	9.102525e-02
3.060000000000000e+01	9.105872e-02
3.070000000000000e+01	9.109218e-02
3.080000000000000e+01	9.112564e-02
3.090000000000000e+01	9.115911e-02
